query,title,reviews,relevancia,price,boughtInLastMonth
0,"Smart TV LED, 50"", Ultra HD 4K, LH50BEAHVGGXZD, Samsung, 2HDMI, 1USB, Wifi",306,4,2299.0,0
0,"Mini Projetor Portatil 5G Wifi 6 Bluetooth 5.0 Android 11, Projetor 4K 1080P Full HD Suporte 8000 Lumens, Projetor Led Auto de Correcção Trapezóide Horizontal, 180°Girável Projector para Telefónico",42,4,409.99,1000
0,"Samsung Smart TV Neo QLED 50"" 4K UHD QN90C - Alexa Built-in, Processador com IA, Mini LED",83,4,3799.05,0
0,"Smart TV 50"" 4K LG NanoCell 50NANO77SRA Bluetooth ThinQ AI Alexa Google assistente Airplay 3 HDMI, Light Black",41,4,2279.05,0
0,"Smart TV LED 55' 4K UHD TCL 55P635 - Google TV, Wifi",458,4,2184.05,0
0,"HQ Smart TV LED 32"" HD Conversor Digital Externo 3 HDMI 2 USB WI-FI Android 11 Design Slim",574,4,878.63,0
0,"Smart TV LED 43"" FULL HD TCL 43S615 - Android TV, HDMI",512,4,1414.54,0
0,"Samsung Smart TV QLED 55"" 4K UHD Q60C - Alexa built in, Modo Game, Tela sem limites",149,4,3094.73,0
0,Antena de TV Interna UHF/HDTV AI 2031 Intelbras,15099,4,30.0,0
0,"Smart TV 65"" 4K LG UHD ThinQ AI 65UR8750PSA HDR Bluetooth Alexa Google Assistente Airplay2 3 HDMI",56,4,3366.0,0
0,"HQ TV LED 32"" HD Conversor Digital Externo 3 HDMI 1 USB Design Slim",102,4,730.45,0
0,"AOC 43S5135/78G - Smart TV LED 43"" Full HD, Design sem bordas, Wifi, Conversor Digital, USB, HDMI",420,4,1492.21,0
0,"Smart TV LED 32"" HD AOC 32S5135/78G - Design sem bordas, Wifi, Conversor Digital, USB, HDMI",459,4,979.99,0
0,"Samsung Smart TV Crystal 55"" 4K UHD CU7700 - Alexa built in, Samsung Gaming Hub",195,4,3203.63,0
0,"Smart TV LED 32"" HD TCL 32S615 - Android TV, Wifi, USB",2107,4,1044.05,0
0,"Samsung Smart TV QLED 4K Q60C 2023 Modo Game Tela sem limites 50"" 50""",8,5,2904.9,0
0,"Smart TV LED 24"" Philco PTV24G50SN Conversor Digital HD com 2 HDMI",1072,4,799.9,0
0,"Smart TV Philips 50"" 4K 50PUG7408/78, Google TV, Comando de Voz, Dolby Vision/Atmos, VRR/ALLM, Bluetooth",9,4,2232.66,0
0,"TCL C635 - Smart TV QLED 55"" 4K UHD, Google TV, Wifi, Bluetooth",325,4,2599.9,0
0,"Fast Smart TV LED 58,"" Ultra HD 4K, PTV58G70R2CSGBL, Philco, Roku TV, Midiacast, Dolby Audio",160,4,2219.0,0
0,"Chromecast com Google TV (HD) – Streaming Stick Entertainment na sua TV com pesquisa por voz – Veja filmes, programas e TV ao vivo em HD 1080p – Neve",9039,4,307.0,0
1,Biscoito Pedigree Biscrok Para Cães Adultos Multi 1 kg,2926,4,26.86,700
1,Tapete Higiênico Confort Pads 60x55 com 30 Unidades,2983,4,56.9,1000
1,"Bravecto Cães de 4.5 até 10kg Bravecto para Cães, 4.5 a 10kg,",19596,4,190.13,3000
1,"Simparic 20mg, 5,1 até 10kg, 03 Compr Zoetis para Cães",5782,4,178.99,3000
1,"NexGard Antipulgas e Carrapatos para Cães de 10,1 a 25kg 3 tabletes",4163,4,190.97,3000
1,"NexGard Antipulgas e Carrapatos para Cães de 4,1 a 10kg 3 tabletes",3987,4,177.16,3000
1,Ração Úmida Whiskas Sachê Carne ao Molho para Gatos Adultos - Leve 12 Pague 10,347,4,32.9,2000
1,Areia Higiênica Biodegradável para Gatos Petfive / Viva Verde Vida Descomplicada 4kg,3451,4,59.4,3000
1,Tapete Higiênico para Cães Blue Premium 30 Unidades,2504,4,68.35,2000
1,Bifinho Keldog Churrasco 500G,1439,4,23.92,1000
1,Coleira Antipulgas e Carrapatos Bayer Seresto para Cães e Gatos de até 8kg,3423,4,154.9,1000
1,PetLike - Tapete Higiênico para Cães - 80x60cm - 30und,2478,4,72.51,1000
1,Tapete Higienico Chalesco 50 Unid. 90 X 60cm,1652,4,130.89,1000
1,Ração Úmida Pedigree Sachê Carne ao Molho para Cães Adultos de Raças Pequenas - Leve 12 Pague 10,270,4,32.9,1000
1,"Tapete Higiênico Good Pad para Cães, Good Pet, 60cmx60cm, 50 Unidades, Embalagem Pode Variar",2895,4,69.43,1000
1,"Dreamies - Petisco Para Gatos, Carne, Adultos, 40g",1578,4,5.98,300
1,"Scalibor Coleira Antiparasitária 65cm para Cães Scalibor para Cães, 65 cm,",5108,4,85.42,1000
1,Coleira Seresto® anti-carrapatos e pulgas para cães acima de 8kg,3210,4,161.44,1000
1,"NexGard Antipulgas e Carrapatos para Cães de 4,1 a 10kg, 1 tablete",4854,4,76.22,1000
1,Grade De Proteção para Pet Cães Para Portas Portão até 80cm,1903,3,68.0,1000
1,"Tapete Higiênico Tico Pads, 30 Unidades",3389,4,59.9,1000
1,Shampoo Antibacteriano Agener União Dr.Clean Cloresten 500 ML,2547,4,103.9,1000
1,Tapete Higiênico Cafuné Slim 30 unidades,1017,4,74.77,1000
1,PetLike - Tapete Higiênico com Aroma de Lavanda para Cães Ultra Pads - 80x60cm - 30 und,4922,4,71.42,1000
1,"Simparic 20Mg, 5,1 Até 10Kg, 1Cp Zoetis Para Cães",4871,4,79.55,1000
1,"Apoquel 3,6Mg - 20Compr Zoetis Para Cães",4285,4,183.9,1000
1,"NexGard Antipulgas e Carrapatos para Cães de 25,1 a 50kg, 3 tabletes",2796,4,224.9,1000
1,"NexGard Antipulgas e Carrapatos para Cães de 10,1 a 25kg, 1 tablete",3582,4,87.56,1000
1,"GranPlus Choice - Ração para Gatos Adultos Frango e Carne, 10,1 kg",2138,4,147.9,1000
1,"Toalhas Umedecidas Pet 50 Unidades com Tampa Flip Top, FeelClean",287,4,7.9,1000
1,"Tapete Higiênico Big Pads 30 Unidades Big Pads para Cães, 30 Unidades",320,4,64.8,200
1,Tapete Higiênico Mega Seco 65x60cm c/ 30 unidades,1723,4,59.9,1000
1,"NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 2 a 3,5kg",978,4,56.9,1000
1,"Simparic 80mg, 20,1 até 40kg, 03 Compr Zoetis para Cães",3013,4,247.79,1000
1,Kit 2un Tapete Higiênico Good Pad 60x60 C/50 Unidades,315,4,130.99,800
1,"NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 3,6 a 7,5kg",2708,4,81.9,1000
1,"NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 15,1 a 30kg",2261,4,115.85,1000
1,Bomba Submersa Bombinha Motor Para Aquário Fonte Água Bebedouro Pet 220l/h Bivolt,1109,4,24.0,0
1,Pipicat Granulado Sanitario Campestre,1167,4,20.9,800
1,"NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 30,1 a 60kg",1635,4,123.01,1000
1,"Antipulgas Simparic 40 mg para cães 10,1 a 20 kg - Zoetis - 3 unidades",2517,4,220.9,900
1,Tapete Higiênico Super Blue Pacote 30 Unidades 82x60cm - 310,784,4,71.99,1000
1,VETMAX PLUS 4 COMP,968,4,35.66,800
1,"Pipicat Granulado Sanitario Floral, Azul",942,4,20.99,800
1,Brinquedo Macaco Marrom Chalesco para Cães,4921,4,28.5,2000
1,"NexGard Spectra Antipulgas e Carrapatos e Vermífugo para Cães de 7,6 a 15kg",3363,4,95.57,1000
1,Biscoito Pedigree Biscrok Para Cães Adultos Raças Pequenas 1 kg,1282,4,35.29,800
1,Tapete Higiênico Confort Pads 80x60 com 30 Unidades,4198,4,67.79,500
1,Kit Tapete Higiênico Ultra Pads 60unid 80x60cm Aroma Lavanda,132,4,129.9,800
1,"Simparic 10mg para cães de 2,6 a 5kg com 3 comprimidos",1740,4,169.9,700
1,Antipulgas e Carrapatos Frontline Topspot para Gatos,1777,4,33.52,700
1,DERMOTRAT AEROSOL,528,4,70.5,600
1,"Ograx-3, AVERT, 500 mg",908,4,57.99,500
1,Coleira Antipulgas e Carrapatos Bayer Seresto para Cães acima de 8kg - Unidade,226,4,163.9,600
1,"VIRBAC KIT SAUDE ORAL, 70g",862,4,115.43,600
1,"MY PET BRASIL - Brinquedo Para Cachorro, Bola Cravinho, Brinquedo Mordedor, Bolinha Para Cães,1 Unidade, Cores sortidas",1363,4,7.99,800
1,"My Pet Brasil Coco - Shampoo e condicionador para cachorros, 2 em 1, 700ml",463,4,7.34,700
1,KIT DE 3 ESPONJAS TIRA PELOS PARA MÁQUINA DE LAVAR,108,4,31.76,400
1,Vermífugo Bayer Drontal Plus Sabor Carne para Cães de até 10kg - 4 Comprimidos,2046,4,56.63,500
1,Petisco Pedigree Dentastix Cuidado Oral Para Cães Adultos Raças Pequenas 7 Unidades,1106,4,18.09,600
1,"Premier Pet Golden Special - Ração para Cães Adultos, Sabor Frango e Carne, 15kg",2788,4,143.05,700
1,Golden Special Cães Adultos 20kg,164,4,194.9,500
1,"NexGard Antipulgas e Carrapatos para Cães de 25,1 a 50kg, 1 tablete",2046,4,81.9,700
1,"Simparic 40mg, 10,1 até 20kg, 1Cp Zoetis para Cães",2031,4,94.9,600
1,Tapete Higiênico para Cães Good Pet Pad 60cmx60cm 30und,1961,4,47.58,600
1,Shampoo Dermatológico Virbac Hexadene Spherulites para Cães e Gatos - 500mL,618,4,135.78,500
1,Areia Higiênica para Gatos Nestlé Purina Tidy Cats 2Kg,782,4,27.49,500
1,"Simparic 5mg, 1,3 até 2,5kg, 03 Compr Zoetis para Cães",473,4,85.49,200
1,Ração Úmida Whiskas Sachê Peixe ao Molho para Gatos Adultos Castrados 85 g,961,4,2.76,400
1,Petisco Pedigree Dentastix Cuidado Oral Para Cães Adultos Raças Médias 7 Unidades,1322,4,21.69,500
1,NexGard Antipulgas e Carrapatos para Cães de 2 a 4kg 3 tabletes,842,4,144.11,600
1,"Areia Higiênica com Cristais de Sílica para Gatos, Chalesco, 1,8kg",752,4,39.99,200
1,RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS SALMÃO - 3 KG,452,4,55.13,700
1,Ração Whiskas Carne Gatos Adultos Castrados 10.1 kg (LEVE 10.1kg PAGUE 9kg),1477,4,186.79,700
1,Shampoo Clorexidina World 500ml,878,4,19.9,400
1,Brinquedo Rope No Chalesco para Cães,336,4,5.13,700
1,"Ceva Vermífugo Canex Composto para Cães, 4 Comprimidos",2213,4,4.28,500
1,2 Tubos de Catnip 5 Tamanho G Chalesco para Gatos,2836,4,18.69,400
1,Nestlé Purina Friskies Ração Seca Para Gatos Adultos E Castrados Megamix 3Kg,913,4,63.99,400
1,"Tapete Higiênico Petmax 50 Unidades Petmax para Cães, 50 Unidades",1019,4,99.98,300
1,Toalete Gato Duracats Preta Durapets para Gatos,2105,4,61.43,300
1,"Ração Golden Seleção Natural para Gatos Adultos - 10,1kg Premier Pet Adulto - Sabor Frango",173,4,157.41,100
1,"iPet Wood'S - Granulado Higiênico de Madeira para Gatos, 20kg",1622,4,94.99,600
1,"NESTLÉ PURINA DOG CHOW EXTRALIFE Adultos Médios e Grandes Carne, Frango e Arroz 10,1kg",242,4,123.47,400
1,"Combo 02 Apoquel 5,4 mg",415,4,376.9,400
1,KatBom - Granulado Sanitário Natural,1426,4,45.5,500
1,"Frontline Antipulgas e Carrapatos Topspot para Cães de 1 a 10kg, azul",1200,4,33.9,500
1,"Ração Golden Fórmula Mini Bits Senior para Cães Adultos de Pequeno Porte Sabor Frango e Arroz, 3kg Premier Pet Para Todas Pequeno Idosos,",551,4,56.9,400
1,Top Dog 10,1562,4,43.53,400
1,"Simparic 10mg, 2,6 até 5kg, 1Cp Zoetis para Cães",1824,4,66.99,600
1,Good Pad - Tapete Higiênico para Cães - 80x60cm - 30und,508,4,67.9,800
1,Ograx Derme 10 - Suplemento P/Cães E Gatos - 30 Cáps.,396,4,74.99,400
1,"Petix Tapete Higiênico Supersecão para Cães, 30 Unidades",1987,4,77.9,500
1,Premier Pet NATTU CAES ADULT RACAS PEQUENAS ABOBORA 10.1 kg,186,4,188.01,500
1,"Affinity GranPlus - Choice Cães Adultos Frango Carne, Ração Guabi, 15kg",2238,4,109.0,900
1,Rasqueadeira Macia Branca Chalesco para Cães,941,4,13.9,300
1,"ALPO - Ração Cães Adultos, Carne e Frango, 10,1kg",878,4,132.99,500
1,Kit de higiene oral para cães Arm & Hammer,5949,4,34.01,500
1,"Ração Golden para Gatos Adultos Castrados Sabor Salmão - 10,1kg Premier Pet Adulto",894,4,178.9,300
1,Endogard Vermífugo Para Cães 10kg C/ 6 Comprimidos,349,4,93.7,300
2,Difusor Elétrico Bom Ar Lavanda e Gerânio Aparelho + Refil 16ml,16117,4,28.99,2000
2,Refil para Difusor Elétrico Bom Ar Lirio Branco e Algodão 16ml,7462,4,18.69,1000
2,Limpa Máquina De Lavar Roupas Mon Bijou Sachê 80g - 2 Unid,505,4,37.9,900
2,Kit 4 Enchimento para Almofadas Fibra Siliconada 45x45,613,4,37.7,900
2,Glade Aromatizador de Ambiente Automático Refil Frescor de Águas Florais 269ml,1487,4,28.36,700
2,"Kit Aromatizador Elétrico Bivolt Original + 3 Essências Via Aroma 10ml (Bamboo, Lavanda, Breeze)",531,4,72.9,500
2,Glade Aromatizador de Ambiente Difusor Lavanda 100ml,1627,4,21.96,1000
2,"Arvore Pinheiro de Natal Tradicional 1,8 Metros 400 Galhos",12,4,0.0,600
2,"(Versão atualizada) Relógio despertador digital, Relógio LED para quarto, Relógio eletrônico de mesa com visor de temperatura, brilho ajustável, controle de voz, visor 12/24H para casa, dormitório, escritório",3457,4,59.8,800
2,Glade Aromatizador de Ambiente Automático Aparelho + Refil Lavanda & Baunilha 269ml,2138,4,54.35,500
2,Fita LED RGB 5050 Rolo 5 metros Fonte 12V 3A e Controle Remoto,1962,3,28.9,700
2,Difusor Aromatizador Ambiente Para Oleo Essencial 700ml - Flores Bmax (Marron Claro),70,4,90.0,500
2,Porta Comprimidos 4 X Dia Semanal Caixa Remédios,1108,4,13.68,600
2,"Kit 3 Essências Via Aroma De Aromatizador Aromaterapia 10ml - Lavanda Francesa, Bamboo e Capim Limão",1176,4,39.5,400
2,Glade Aromatizador de Ambiente Automático Refil Lavanda & Baunilha 269ml,2000,4,37.3,500
2,Isqueiro Acendedor Elétrico USB Recarregvel Cozinha Fogão Gas ( cores sortidas ),555,4,48.0,400
2,"Bom Ar - Refil Difusor Elétrico Lavanda, embalagem promocional.",0,0,33.96,200
2,"Artesanal Teares, Assento Futton Rústico Estampado 0.4 X 0.40, Est.(03)",307,4,11.57,200
2,Álbum de Fotos 200 Fotos 10x15 R Viagem 559,578,4,29.58,400
2,Espelho Redondo Decorativo Adnet Escandinavo 60cm + Suporte Preto,609,4,143.99,500
2,Kit 5 Tapetes Piso Atoalhado de Banheiro Sublime p/Secar Pés - Saída Box,453,4,42.99,400
2,Árvore De Natal Luxo 1.5 Metros com 380 Galhos,3,2,159.99,200
2,"Porta-jóias portátil | Caixas de Jóias Para Mulheres Conjunto de Colar | Bolsa de armazenamento de joias de viagem para colar, brincos, anéis, pulseira Generic",46,4,14.9,300
2,Tela Mosqueteira Ajustável | Plast Leo (Ref.: 417),145,3,22.14,400
2,Glade Aromatizador de Ambiente Toque de Frescor Aparelho + 3 refis Lavanda com 12ml cada,305,4,37.99,200
2,Kit 3 Essências Via Aroma Para Aromatizador Difusor Elétrico 10ml (Bamboo+Lavanda Francesa+Vanilla),517,4,59.99,300
2,Kit 10 Essências Para Aromatizador Elétrico 10ml Via Aroma,730,4,101.57,0
2,Kit 3 Prateleiras U 60 x 15cm Branca Suporte Invisível,867,4,69.99,300
2,Glade Aromatizador de Ambiente Automático Refil Toque de Maciez 269 ml,213,4,29.93,200
2,Difusor de Aromas 100ml Coala Bambu,356,4,14.9,300
2,Mr. Músculo Desengordurante Cozinha Refil Sachet Limão 400 ml,394,4,11.51,200
2,Relógio de Parede Quartz Preto,468,4,36.9,400
2,Timer Digital Temporizador Cronômetro Cozinha Relógio Imã,206,4,28.9,400
2,Esqueleto Neon Brilha No Escuro 90cm Festa Halloween,15,3,35.0,200
2,Relógio de Mesa Vintage Antigo Clássico Despertador Com Luz Led Noturna Em Metal Analógico MCL Distribuidora,168,4,49.9,200
2,Tapete de Banheiro Super Soft Camesa Bege 60cmx40cm Poliester,1336,4,24.52,300
2,Cortina Blackout Corta Luz PVC 220cm x 130cm,2529,4,59.99,300
2,Angoily 50PCS Enfeites De Bola De Natal para Decorações Da Árvore de Natal 4CM Vermelho E Inquebráveis Enfeites De Natal Bolas de Ouro Conjunto para Árvore De Natal Decoração de Suspensão,155,3,58.0,100
2,Aromatizador Elétrico Bivolt Original Via Aroma,2654,4,41.99,200
2,Limpa Máquina De Lavar Roupas Mon Bijou Sachê 80g - 10 Unid,184,4,114.9,100
2,Caixa Porta Comprimidos Organizador Semanal Remédio 2x Dia,252,4,13.99,300
2,"Box Organizador G, Incolor, Paramount",1507,4,14.77,200
2,"Mimo Style Porta Copos Redondo Com Suporte, Feitos Inteiramente de Bambu, Proteja Seus Móveis. O Conjunto Conta com 06 Porta Copos e Um Suporte, Modelo: BM22024, Cor: NULL",303,4,61.58,200
2,"Tapete Sala, Quarto Peludo Felpudo Macio e Luxuoso 2,00m x 1,50m – Bege Mesclado.",950,4,99.99,200
2,"Desodorizador Glade Automatic Refil Citrus 269Ml, Glade",490,4,31.89,200
2,Tapete Barman Mat Runner Porta Copos e Talheres Pvc 30x45cm,1030,4,28.35,300
2,Glade Aromatizador de Ambiente Automático Refil Frutas e Flores Vibrantes 269ml,725,4,35.5,200
2,Incenso 100% Natural com Florais e Óleos Essenciais Alecrim,592,4,9.9,200
2,10 Velas Votivas De 7 Dias,229,4,89.95,200
2,Aromatizador Bom Ar Aerossol Aroma Sense Romance 360ml,335,4,13.19,200
2,Placa bruxismo farmácia Desgaste dental Com Caixa 1 Par,183,3,27.28,200
2,Espelho Decorativo Redondo 60cm Adnet Suspenso C/ Alça Couro Caramelo,519,4,145.4,200
2,glade Desodorizador Automatic Refil Livre Leve e Lilas 269ml,117,4,29.93,50
2,Teia de Aranha Branca para Decoração de Festas,11,4,5.24,100
2,"Árvore Pinheiro De Natal Gigante Luxo Dinamarquês Cor Verde 1,50m 525 Galhos A0715H",135,4,399.9,200
2,Espelho Decorativo Multiuso Redondo Pendurador Para Quarto Sala Banheiro,451,4,54.7,100
2,Histórias de Jesus,281,4,22.89,0
2,Água Perfumada Bamboo Via Aroma - 500ml,545,4,31.9,100
2,Aromatizador de Ambiente Bom Ar Automático Aerossol Freshmatic Campos de Lavanda Aparelho + Refil 250ml,2009,4,63.11,200
2,"Árvore De Natal Gigante Luxo Modelo Dinamarquês Cor Verde 2,10m 956 Galhos A0721H",52,4,669.9,50
2,Essência Via Aroma Lavanda Para Aromatizador Aromaterapia 10ml,766,4,18.49,100
2,Tapete de Banheiro Super Soft 60x40 CINZA Camesa,388,4,41.9,200
2,"Arvore Pinheiro de Natal Tradicional 2,10 Metros 1150 Galhos",0,0,0.0,0
2,Árvore Natal Áustria Pinheiro Verde 180 Cm Magizi 580 Galhos,221,4,358.9,200
2,Kit 2 Bandejas Esteira para Braço de Sofá Cor Mel com Porta Copos,561,4,22.0,0
2,Kit Com 4 Capas para Travesseiro Impermeável Branca 50cm X 70cm Com Zíper,243,4,32.5,100
2,Capa para Encosto Anatômico Fibrasca Capa de Poliéster Branco,1652,4,39.48,300
2,"YUANstore 1/3 peças de enfeite de árvore de Natal para decoração de ano novo, rena, boneco de neve, Papai Noel em pé, boneca de Natal",57,4,131.36,100
2,"Árvore De Natal Verde Com Neve Luxo 1,20m 170 Galhos A0612m",36,4,319.9,50
2,"Air Wick Aromatizador Bom Ar Aerossol Limão Siciliano E Baunilha 360ml Embalagem Econômica, Verde",100,4,13.19,200
2,ÁRVORE DINAMARCA VERDE 180CM 580G,167,4,286.9,50
2,Caixa Comprimido Porta 4x Dia Medicamento Remédio Semanal,191,4,31.9,100
2,"Cortina Tecido Blackout Blecaute Corta Luz Sala Quarto 80% 4,00 X 2,60m (Palha)",525,4,181.0,100
2,Tapete P/Secar Louça E Copos - Alto Poder De Absorção,279,4,44.9,50
2,Decoração Halloween Faixa Segurança Crime Fita De Isolamento Dia das Bruxas Festa Temática Animafest,0,0,26.9,50
2,Kit Incenso Massala Nag Champa Darshan 12 cx,215,4,79.99,100
2,"Kapazi, Tapete Capacho Waterkap Residencial 40Cm X 60Cm Grafite",101,4,58.87,200
2,Capa Para Cobrir Bicicleta em Couro Impermeável Forrada Anti-uv,64,4,82.71,0
2,Difusor de Aromas Elétrico Ultrassônico 7 Cores Aromaterapia (Madeira Clara),2813,3,22.3,200
2,Difusor Aromatizador Elétrico USB Via Aroma,656,4,33.67,50
2,Incenso Massala Nag Champa Darshan Mix 6cx 15gr Full,229,4,27.79,100
2,"Kapazi 01vilonwel - Capacho Vinil Long Welcome, Ouro",361,4,42.53,100
2,Kit 4 Capas de Almofadas Decorativas 45x45 - Nature,160,4,44.9,100
2,"3 Prateleiras 60cm x 20cm x 11,5cm para livros e decoração - MDF Branco",822,4,68.99,100
2,"Air Wick, Refil para Difusor Elétrico Bom Ar Frescor da Mata 16ml, Cor: Verde",29,4,20.5,50
2,"Caixa Organizadora Duo Com 5 Divisórias Plasútil, Branco, Organização, Casa, Decoração",125,4,16.64,300
2,"Tapetes de banheiro super absorventes, tapete de chão de secagem rápida, antiderrapante, estilo nórdico, tapete de banho para banheiro e banheiro",55,3,34.99,100
2,"Almofada decorativa cinema pipoca, Balde e 2 copos com tampas e canudos",667,4,31.5,100
2,"Kapazi 01vilonhom - Capacho Vinil Long Home Sweet, Cinza",311,4,42.53,100
2,Capacho Vinil Long Lar Doce Lar Kapazi Ouro,810,4,42.53,100
2,Kit Com 3 Protetores de Porta Ajustável e Impermeável Veda Porta 80cm (Preto),366,3,29.5,100
2,menolana 100 Peças De Enfeites Decorativos De Bolas De Natal Para Festas De Fim De Ano Decoração de Festa em Casa Decoração Pingentes de Natal Enfeites para Árvore de Natal Ouro,10,4,111.0,50
2,"Difusor De Aromas, Umidificador De Ar Ultra-Sônico 700Ml, Difusor De Óleo Essencial, Abajur Led, Lâmpada Colorida Com Controle Remoto (Madeira Clara)",0,0,114.99,0
2,Kit 4 Porta Retrato 15x21 Moldura Laminada Fosca c/Vidro Comum,347,4,62.9,100
2,"DryCup: Porta Copos de Terra Diatomácea, seca em 1 minuto, Momo Lifestyle, formato orgânico concha (2 unidades)",120,4,39.0,100
2,Espelho De Aumento Dupla Face Articulado Mor,745,4,72.99,100
2,"Árvore De Natal Floripa Verde Premium 2,10m 980 Galhos",0,0,268.98,0
2,Glade Aromatizador de Ambiente Gel Suave Nas Nuvens Edição Limitada 70g,152,4,7.75,200
2,Kit 3 Capas Para Almofadas Havana Bege Belchior Uniq,559,4,28.54,100
2,"Suporte para Livros, Acrimet, Bibliocanto Premium, 1 Par, Preto",11882,4,32.99,100
3,Dez mitos sobre Israel,50,4,0.0,0
3,Missão Romance: Cena deletada (Clube do livro dos homens 5),0,0,0.0,0
3,A hipótese do amor: Capítulo Extra,20624,4,0.0,0
3,A Bíblia Sagrada: Almeida Atualizada (Portuguese),5188,4,0.0,0
3,O amanhã não está à venda,40719,4,0.0,0
3,Melhor do que o baile: Conto extra de melhor do que nos filmes,2785,4,0.0,0
3,Uma farsa de amor na Espanha: Conteúdo Extra,4932,4,0.0,0
3,"Se não fosse por você, eu não estaria aqui: Cartas para quando eu era adolescente",8527,4,0.0,0
3,Minha Esta Noite: A Obsessão do Bilionário,2889,4,0.0,0
3,Dom Casmurro (Prazer de Ler),33462,4,0.0,0
3,Psicologia social e pessoalidade,4611,4,0.0,0
3,O Caso Do Assassino Das Páginas,339,4,0.0,0
3,Beijos Proibidos,861,4,0.0,0
3,O Cortiço (Prazer de Ler),16195,4,0.0,0
3,Cartas de Conrad para Belly: Uma história de Sempre teremos o verão,1068,4,0.0,0
